question,paraphrase_question,answer
What are Dr. SARIKA HEGDE's areas of interest?,What topics does Dr. SARIKA HEGDE find intriguing?,"Dr. SARIKA HEGDE's areas of interest include Speech Recognition, Voice/Speech Disorder Detection, Machine Learning, and NLP (Natural Language Processing)."
What was Dr. SARIKA HEGDE's past work experience?,What professional background does Dr. SARIKA HEGDE have?,Dr. SARIKA HEGDE has 18 years of past work experience.
What departmental responsibilities does Dr. SARIKA HEGDE have?,What are Dr. SARIKA HEGDE's duties within their department?,Dr. SARIKA HEGDE serves as the UG Coordinator.
What professional memberships does Dr. SARIKA HEGDE hold?,What professional associations is Dr. SARIKA HEGDE a part of?,Dr. SARIKA HEGDE is a member of CSI (Computer Society of India) and ISTE (Indian Society for Technical Education).
What subjects has Dr. SARIKA HEGDE taught?,What topics has Dr. SARIKA HEGDE covered in her teaching?,"Dr. SARIKA HEGDE has taught subjects including Computer Organization & Architecture, Data Structures, Design & Analysis of Algorithms, Machine Learning, Web Programming, Software Engineering, Database Management Systems, Java Programming, Data Mining, Data Communications, Cloud Computing, and Introduction to Unix Programming."
Tell me something about Dr. SARIKA HEGDE.,Can you provide more details about Dr. SARIKA HEGDE?,"Dr. SARIKA HEGDE has an extensive educational background and professional experience in the field of computer science and engineering. She holds a Ph.D. in M.Tech-Computer Science And Engineering from NMAMIT Nitte, VTU, 2007, and a B.E in Information Science from NMAMIT Nitte, VTU, 2003. Her areas of interest include Speech Recognition, Voice/Speech Disorder Detection, Machine Learning, and NLP (Natural Language Processing). Dr. SARIKA HEGDE has 18 years of past work experience and currently serves as the UG Coordinator. She is a member of professional organizations such as CSI (Computer Society of India) and ISTE (Indian Society for Technical Education). Dr. SARIKA HEGDE has taught a wide range of subjects encompassing Computer Organization & Architecture, Data Structures, Design & Analysis of Algorithms, Machine Learning, Web Programming, Software Engineering, Database Management Systems, Java Programming, Data Mining, Data Communications, Cloud Computing, and Introduction to Unix Programming."
What are Dr. RAJU K's educational qualifications?,What educational credentials does Dr. RAJU K possess?,"Dr. RAJU K holds a Ph.D. in Parallel Computing from VTU, Belagavi, N.M.A.M.I.T Nitte, an M.Tech in Computer Engineering from VTU, Belagavi, SJCE Mysore (2007), and an AMIE in Computer Engineering from IEI (INDIA), Kolkata, Institute of Engineers (India) (2005)."
How many years of past experience does Dr. RAJU K have?,What professional background does Dr. RAJU K have?,Dr. RAJU K has 15 years of past experience.
What are Dr. RAJU K's departmental responsibilities?,What are Dr. RAJU K's duties within their department?,"Dr. RAJU K's departmental responsibilities include setting semester end examination question papers, evaluating semester end examination answer scripts, coordinating workshops for the Computer Science And Engineering Department, serving as a class advisor, project coordinator, handling NAAC-related works, coordinating subject courses, building up course files of respective subjects, conducting CO And PO analysis of respective subjects, and coordinating departmental EXPRO events. Additionally, he is a member of BOS for PG, BOE, and DUGC."
What professional memberships does Dr. RAJU K hold?,What professional associations is Dr. RAJU K a part of?,Dr. RAJU K is an Associated Member of the Institute of Engineers (India) with Membership No: AM128982-1.
Which subjects has Dr. RAJU K handled?,What topics has Dr. RAJU K covered in his work?,"Dr. RAJU K has handled subjects including Computer Concepts And C programming, Computer Organization and Architecture, Logic Design, Design and Analysis of Algorithms, Object Oriented Programming, System Software and Compiler Design, Distributed Systems and Objects, Multicore Architecture and Programming, Advanced Computer Architecture, Object Oriented Modelling And Design, Advanced Compilation Techniques, Parallel Computing Architecture, and General Purpose Computation on GPU."
What additional achievements or contributions has Dr. RAJU K received?,What awards or recognitions has Dr. RAJU K achieved?,"Dr. RAJU K has received several recognitions and awards including a Best Paper award for the paper titled 'Automatic extraction of date courtesy Amount from Indian Bank cheque images for cheque processing system' at ICSCI-2008, appreciation for contribution as co-coordinator towards EXPRO events in 2015, 2016, and 2017 (NMAMIT UG students project Exhibition), a Certificate of Appreciation from Dean(R And D) for involvement in a Workshop on 'Research Methodologies And LATEX' as Member of Program Committee during 2-4 September 2016, and a Certificate of appreciation for dedicated contribution towards Faculty Development Programme titled 'Recent trends in Multimedia And Security' held during 18-20 February 2017."
Tell me something about Dr. RAJU K.,Can you provide more details about Dr. RAJU K?,"Dr. RAJU K is a highly experienced academician with 15 years of experience. He holds a Ph.D. in Parallel Computing from VTU, Belagavi, N.M.A.M.I.T Nitte, an M.Tech in Computer Engineering from VTU, Belagavi, SJCE Mysore (2007), and an AMIE in Computer Engineering from IEI (INDIA), Kolkata, Institute of Engineers (India) (2005). Within the department, he has taken up various responsibilities including setting semester end examination question papers, evaluating answer scripts, coordinating workshops, serving as a class advisor, project coordinator, handling NAAC-related works, and coordinating subject courses. Dr. RAJU K is also actively involved in departmental EXPRO events and is a member of various departmental committees. He is associated with the Institute of Engineers (India) as an Associated Member. Moreover, Dr. RAJU K has received several awards and recognitions for his contributions to academia, including a Best Paper award and certificates of appreciation for his dedicated contributions towards faculty development programs and workshops."
What are Dr. SARIKA HEGDE's educational qualifications?,What educational credentials does Dr. SARIKA HEGDE possess?,"Dr. SARIKA HEGDE holds a Ph.D. in Computer Science And Engineering from NMAMIT Nitte, VTU (2007), an M.Tech in Computer Science And Engineering from NMAMIT Nitte, VTU (2003), and a B.E in Information Science from NMAMIT Nitte, VTU (2003)."
How many years of past experience does Dr. SARIKA HEGDE have?,What professional background does Dr. SARIKA HEGDE have?,Dr. SARIKA HEGDE has 18 years of past experience.
What are Dr. SARIKA HEGDE's areas of interest?,What topics does Dr. SARIKA HEGDE find intriguing?,"Dr. SARIKA HEGDE's areas of interest include Speech Recognition, Voice/Speech Disorder Detection, Machine Learning, and NLP (Natural Language Processing)."
What are Dr. SARIKA HEGDE's departmental responsibilities?,What are Dr. SARIKA HEGDE's duties within their department?,Dr. SARIKA HEGDE serves as the UG Coordinator.
What professional memberships does Dr. SARIKA HEGDE hold?,What professional associations is Dr. SARIKA HEGDE a part of?,Dr. SARIKA HEGDE is a member of CSI (Computer Society of India) and ISTE (Indian Society for Technical Education).
Which subjects has Dr. SARIKA HEGDE taught?,What topics has Dr. SARIKA HEGDE covered in her teaching?,"Dr. SARIKA HEGDE has taught subjects including Computer Organization & Architecture, Data Structures, Design & Analysis of Algorithms, Machine Learning, Web Programming, Software Engineering, Database Management Systems, Java Programming, Data Mining, Data Communications, Cloud Computing, and Introduction to Unix Programming."
What additional information is there about Dr. SARIKA HEGDE?,Is there more information known about Dr. SARIKA HEGDE?,"Dr. SARIKA HEGDE was one of the coordinators for a lab called 'Center of Innovation for Studies on Automatic Natural Language Processing and Speech Disorder Problems in Kannada Language,' set up at NMAMIT, Nitte, funded by Vision Group of Science and Technology, Govt. Of Karnataka."
Tell me something about Dr. SARIKA HEGDE.,Can you provide more details about Dr. SARIKA HEGDE?,"Dr. SARIKA HEGDE has an extensive educational background and professional experience in the field of computer science and engineering. She holds a Ph.D. in Computer Science And Engineering from NMAMIT Nitte, VTU (2007), an M.Tech in Computer Science And Engineering from NMAMIT Nitte, VTU (2003), and a B.E in Information Science from NMAMIT Nitte, VTU (2003). Her areas of interest include Speech Recognition, Voice/Speech Disorder Detection, Machine Learning, and NLP (Natural Language Processing). Dr. SARIKA HEGDE has 18 years of past experience and currently serves as the UG Coordinator. She is a member of professional organizations including CSI (Computer Society of India) and ISTE (Indian Society for Technical Education). Dr. SARIKA HEGDE has taught a wide range of subjects encompassing Computer Organization & Architecture, Data Structures, Design & Analysis of Algorithms, Machine Learning, Web Programming, Software Engineering, Database Management Systems, Java Programming, Data Mining, Data Communications, Cloud Computing, and Introduction to Unix Programming. Additionally, she was one of the coordinators for a lab called 'Center of Innovation for Studies on Automatic Natural Language Processing and Speech Disorder Problems in Kannada Language,' set up at NMAMIT, Nitte, funded by Vision Group of Science and Technology, Govt. Of Karnataka."
What are Dr. ANISHA P RODRIGUES's educational qualifications?,What educational credentials does Dr. ANISHA P RODRIGUES possess?,"Dr. ANISHA P RODRIGUES holds a Ph.D. in Computer Science and Engineering from VTU Belgaum (2020), an M.Tech in Computer Science and Engineering from NMAM Institute of Technology, Nitte (2012), and a B.E. in Electrical and Electronics Engineering from St.Joseph Engineering College, Vamanjoor (2006)."
Where did Dr. ANISHA P RODRIGUES complete her Ph.D.?,In which institution did Dr. ANISHA P RODRIGUES earn her Ph.D.?,Dr. ANISHA P RODRIGUES completed her Ph.D. from VTU Belgaum.
What is Dr. ANISHA P RODRIGUES's past experience?,What professional background does Dr. ANISHA P RODRIGUES have?,"Dr. ANISHA P RODRIGUES has been an Assistant Professor Gd.III at NMAM Institute of Technology, Nitte since 2012. Prior to that, she was a Lecturer at NMAM Institute of Technology, Nitte from 2009 to 2010, a Software Engineer at Sony India Private Ltd, Bangalore from 2007 to 2009, and an Assistant Lecturer at N.I.T.K, Surathkal from 2006 to 2007."
What are Dr. ANISHA P RODRIGUES's areas of interest?,What topics does Dr. ANISHA P RODRIGUES find intriguing?,"Dr. ANISHA P RODRIGUES's areas of interest include Natural Language processing, Big data Analytics, Artificial Intelligence, Deep Learning, and Image Processing."
What achievements has Dr. ANISHA P RODRIGUES received?,What awards or recognitions has Dr. ANISHA P RODRIGUES achieved?,Dr. ANISHA P RODRIGUES has received several patents and paper awards. She also serves as an editor and reviewer for various journals and conferences.
What are Dr. ANISHA P RODRIGUES's departmental responsibilities?,What are Dr. ANISHA P RODRIGUES's duties within their department?,"Dr. ANISHA P RODRIGUES's departmental responsibilities include being the Student Seminar Coordinator, Placement Coordinator, Staff In charge for Microprocessor and Peripherals Lab, and Class advisor."
What professional memberships does Dr. ANISHA P RODRIGUES hold?,What professional associations is Dr. ANISHA P RODRIGUES a part of?,Dr. ANISHA P RODRIGUES is a Life Member of Indian Society for Technical Education.
Which subjects has Dr. ANISHA P RODRIGUES handled?,What topics has Dr. ANISHA P RODRIGUES covered in her work?,"Dr. ANISHA P RODRIGUES has handled subjects including Discrete Mathematical Structures, Logic Design, Design and Analysis of algorithms, Computer Organization, Electronic Circuits, Digital Signal Processing, Compiler Design, Microprocessors and Peripherals, Java and internet technologies, Advanced DBMS, Data mining and Data warehousing, Big data Analytics, Virtualization and Cloud Computing, Python programming, Natural language processing, and Business Intelligence."
Tell me something about Dr. ANISHA P RODRIGUES.,Can you provide more details about Dr. ANISHA P RODRIGUES?,"Dr. ANISHA P RODRIGUES is an accomplished academician with a diverse educational background and extensive experience in both academia and industry. She holds a Ph.D. in Computer Science and Engineering from VTU Belgaum (2020), an M.Tech in Computer Science and Engineering from NMAM Institute of Technology, Nitte (2012), and a B.E. in Electrical and Electronics Engineering from St.Joseph Engineering College, Vamanjoor (2006). Dr. ANISHA P RODRIGUES has been serving as an Assistant Professor Gd.III at NMAM Institute of Technology, Nitte since 2012, where she has undertaken various departmental responsibilities such as being the Student Seminar Coordinator, Placement Coordinator, Staff In charge for Microprocessor and Peripherals Lab, and Class advisor. Her areas of interest encompass Natural Language processing, Big data Analytics, Artificial Intelligence, Deep Learning, and Image Processing. Dr. ANISHA P RODRIGUES has received several patents and paper awards and is actively involved as an editor and reviewer for various journals and conferences. Additionally, she is a Life Member of the Indian Society for Technical Education. Throughout her career, Dr. ANISHA P RODRIGUES has demonstrated a strong commitment to education and research, making significant contributions to the field of computer science and engineering."
What are Dr. PALLAVI K N's educational qualifications?,What educational credentials does Dr. PALLAVI K N possess?,"Dr. PALLAVI K N holds a Ph.D. from VVCE, Mysore, VTU, Belgaum, an M.Tech from NMAMIT Nitte, VTU, Belgaum, and a BE from KVG College Of Engineering, VTU, Belgaum."
Where did Dr. PALLAVI K N complete her Ph.D.?,In which institution did Dr. PALLAVI K N earn her Ph.D.?,"Dr. PALLAVI K N completed her Ph.D. from VVCE, Mysore, VTU, Belgaum."
How many years of past experience does Dr. PALLAVI K N have?,What professional background does Dr. PALLAVI K N have?,Dr. PALLAVI K N has 13 years of past experience.
What are Dr. PALLAVI K N's areas of interest?,What topics does Dr. PALLAVI K N find intriguing?,"Dr. PALLAVI K N's areas of interest include Network security, Cloud Computing, and IoT."
What are Dr. PALLAVI K N's departmental responsibilities?,What are Dr. PALLAVI K N's duties within their department?,"Dr. PALLAVI K N's departmental responsibilities include being the IEI Staff Co-Ordinator, ISTE Staff Co-Ordinator, and Project Co-Ordinator."
What professional memberships does Dr. PALLAVI K N hold?,What professional associations is Dr. PALLAVI K N a part of?,Dr. PALLAVI K N is a member of ISTE (Indian Society for Technical Education).
Which subjects has Dr. PALLAVI K N handled?,What topics has Dr. PALLAVI K N covered in her work?,"Dr. PALLAVI K N has handled subjects including Compiler Design, Programming with C++, Programming with Java, Computer Graphics, Data Structures, C Programming, Operation Research, and Cryptography."
Tell me something about Dr. PALLAVI K N.,Can you provide more details about Dr. PALLAVI K N?,"Dr. PALLAVI K N is an experienced educator with a diverse educational background. She holds a Ph.D. from VVCE, Mysore, VTU, Belgaum, an M.Tech from NMAMIT Nitte, VTU, Belgaum, and a BE from KVG College Of Engineering, VTU, Belgaum. With 13 years of experience, she has developed expertise in Network security, Cloud Computing, and IoT. Within the department, Dr. PALLAVI K N serves as the IEI Staff Co-Ordinator, ISTE Staff Co-Ordinator, and Project Co-Ordinator. She is a member of ISTE (Indian Society for Technical Education). Dr. PALLAVI K N has taught a range of subjects including Compiler Design, Programming with C++, Programming with Java, Computer Graphics, Data Structures, C Programming, Operation Research, and Cryptography."
What are Dr. SANNIDHAN M S's educational qualifications?,What educational credentials does Dr. SANNIDHAN M S possess?,"Dr. SANNIDHAN M S holds a Ph.D. obtained in 2022, an M.Tech from NMAMIT, VTU, obtained in 2012, and a B.E from NMAMIT, VTU, obtained in 2009."
When did Dr. SANNIDHAN M S obtain his Ph.D.?,In which year did Dr. SANNIDHAN M S earn his Ph.D.?,Dr. SANNIDHAN M S obtained his Ph.D. in 2022.
What is Dr. SANNIDHAN M S's past experience?,What professional background does Dr. SANNIDHAN M S have?,Dr. SANNIDHAN M S served as a Lecturer at Moodalakatte Institute of Technology from August 2009 to July 2010.
What are Dr. SANNIDHAN M S's areas of interest?,What topics does Dr. SANNIDHAN M S find intriguing?,"Dr. SANNIDHAN M S's areas of interest include Image Processing, Information Security, Deep Learning and Neural Networks, and Artificial Intelligence."
What are Dr. SANNIDHAN M S's departmental responsibilities?,What are Dr. SANNIDHAN M S's duties within their department?,Dr. SANNIDHAN M S's departmental responsibilities include being the Time Table Coordinator and Department Alumni Coordinator.
What professional memberships does Dr. SANNIDHAN M S hold?,What professional associations is Dr. SANNIDHAN M S a part of?,Dr. SANNIDHAN M S is a member of ISTE (Indian Society for Technical Education).
Which subjects has Dr. SANNIDHAN M S handled?,What topics has Dr. SANNIDHAN M S covered in his work?,"Dr. SANNIDHAN M S has handled subjects including Logic Design, Software Engineering, Computer Organization & Architecture, Computer Concepts and C Programming, Advanced Computer Architecture, Object-Oriented Programming using C++, Unix & Shell Programming, Computer Graphics using OpenGL, Data Structures, Digital System Design, Programming with Java, Compiler Design, Python Programming, and Wireless Networks using NS2 (for M.Tech)."
Tell me something about Dr. SANNIDHAN M S.,Can you provide more details about Dr. SANNIDHAN M S?,"Dr. SANNIDHAN M S is an educator with a diverse educational background and a Ph.D. obtained in 2022. He also holds an M.Tech from NMAMIT, VTU, obtained in 2012, and a B.E from NMAMIT, VTU, obtained in 2009. With experience as a Lecturer at Moodalakatte Institute of Technology from August 2009 to July 2010, he brings valuable insights to his teaching. Dr. SANNIDHAN M S's areas of interest include Image Processing, Information Security, Deep Learning and Neural Networks, and Artificial Intelligence. Within the department, he serves as the Time Table Coordinator and Department Alumni Coordinator. Dr. SANNIDHAN M S is a member of ISTE (Indian Society for Technical Education). He has taught a variety of subjects ranging from Logic Design to Wireless Networks using NS2 (for M.Tech), demonstrating his broad expertise in the field of computer science and engineering."
What are Dr. SANDEEP KUMAR HEGDE's educational qualifications?,What educational credentials does Dr. SANDEEP KUMAR HEGDE possess?,"Dr. SANDEEP KUMAR HEGDE holds a Ph.D. from Visvesvaraya Technological University, an M.Tech obtained in 2012 from VTU, and a B.E obtained in 2007 from VTU."
Where did Dr. SANDEEP KUMAR HEGDE complete his Ph.D.?,In which institution did Dr. SANDEEP KUMAR HEGDE earn his Ph.D.?,Dr. SANDEEP KUMAR HEGDE completed his Ph.D. from Visvesvaraya Technological University.
What is Dr. SANDEEP KUMAR HEGDE's current position?,What is Dr. SANDEEP KUMAR HEGDE's current role?,"Dr. SANDEEP KUMAR HEGDE is presently working as an Assistant Professor Gd-III at NMAM Institute of Technology, Nitte."
What is Dr. SANDEEP KUMAR HEGDE's past experience?,What professional background does Dr. SANDEEP KUMAR HEGDE have?,"Dr. SANDEEP KUMAR HEGDE has worked as an Assistant Professor Gd-I at NMAM Institute of Technology, Nitte from 2016. Prior to that, he served as an Assistant Professor in the Department of Computer Science & Engineering at Mangalore Institute of Technology & Engineering, Mangalore from 30-01-2012 to 21-05-2016, and as an Assistant System Engineer at Tata Consultancy Services, Chennai from 16-11-2007 to 30-08-2010."
What are Dr. SANDEEP KUMAR HEGDE's areas of interest?,What topics does Dr. SANDEEP KUMAR HEGDE find intriguing?,"Dr. SANDEEP KUMAR HEGDE's areas of interest include Machine Learning, Artificial Intelligence, Data Mining, and Software Analytics."
What achievement has Dr. SANDEEP KUMAR HEGDE received?,What award or recognition has Dr. SANDEEP KUMAR HEGDE achieved?,Dr. SANDEEP KUMAR HEGDE has been recognized as a BRONZE partner Faculty under InspireInfosys campus Connect Faculty Partnership Model 2018.
What are Dr. SANDEEP KUMAR HEGDE's departmental responsibilities?,What are Dr. SANDEEP KUMAR HEGDE's duties within their department?,"Dr. SANDEEP KUMAR HEGDE's departmental responsibilities include being the Coordinator for Infosys Campus Connect Program, ICT Academy Coordinator for EDC activity, Coordinator for Student Monitoring Cell, and Coordinator for College NSS activity."
What professional memberships does Dr. SANDEEP KUMAR HEGDE hold?,What professional associations is Dr. SANDEEP KUMAR HEGDE a part of?,"Dr. SANDEEP KUMAR HEGDE is a member of ISTE (Indian Society for Technical Education), since 2016."
Which subjects has Dr. SANDEEP KUMAR HEGDE handled?,What topics has Dr. SANDEEP KUMAR HEGDE covered in his work?,"Dr. SANDEEP KUMAR HEGDE has handled subjects including Business Intelligence, Software Engineering, Data Mining, Software Testing, Advanced Computer Architecture, Essentials of Information Technology, Software Architecture, Programming in Java, Python Programming, and Computer Concepts and C Programming."
Tell me something about Dr. SANDEEP KUMAR HEGDE.,Can you provide more details about Dr. SANDEEP KUMAR HEGDE?,"Dr. SANDEEP KUMAR HEGDE is an experienced educator with a strong background in Computer Science and Engineering. He holds a Ph.D. from Visvesvaraya Technological University, an M.Tech obtained in 2012 from VTU, and a B.E obtained in 2007 from VTU. Currently, he serves as an Assistant Professor Gd-III at NMAM Institute of Technology, Nitte. Dr. SANDEEP KUMAR HEGDE has previously worked in academia and industry, including positions as an Assistant Professor and Assistant System Engineer at Tata Consultancy Services. His areas of interest encompass Machine Learning, Artificial Intelligence, Data Mining, and Software Analytics. Dr. SANDEEP KUMAR HEGDE has been recognized for his contributions, including being named a BRONZE partner Faculty under InspireInfosys campus Connect Faculty Partnership Model 2018. Within the department, he holds various responsibilities such as Coordinator for Infosys Campus Connect Program, ICT Academy Coordinator for EDC activity, Coordinator for Student Monitoring Cell, and Coordinator for College NSS activity. He is also a member of ISTE (Indian Society for Technical Education), since 2016. Dr. SANDEEP KUMAR HEGDE has taught a variety of subjects including Business Intelligence, Software Engineering, Data Mining, Software Testing, Advanced Computer Architecture, Essentials of Information Technology, Software Architecture, Programming in Java, Python Programming, and Computer Concepts and C Programming."
What are Dr. RAJALAXMI HEGDE's educational qualifications?,What educational credentials does Dr. RAJALAXMI HEGDE possess?,"Dr. RAJALAXMI HEGDE holds a B.E, M.Tech, and Ph.D."
Where did Dr. RAJALAXMI HEGDE work as a lecturer?,In which institution did Dr. RAJALAXMI HEGDE serve as a lecturer?,"Dr. RAJALAXMI HEGDE worked as a lecturer at Canara Engineering College, Mangalore from June 2010 to September 2011."
Where did Dr. RAJALAXMI HEGDE work as an Assistant Professor?,In which institution did Dr. RAJALAXMI HEGDE serve as an Assistant Professor?,"Dr. RAJALAXMI HEGDE worked as an Assistant Professor at MITE, Moodabidri from June 2013 to November 2015."
What is Dr. RAJALAXMI HEGDE's current position?,What is Dr. RAJALAXMI HEGDE's current role?,"Dr. RAJALAXMI HEGDE is currently working as an Assistant Professor Gd-II at NMAMIT, Nitte."
What are Dr. RAJALAXMI HEGDE's areas of interest?,What topics does Dr. RAJALAXMI HEGDE find intriguing?,"Dr. RAJALAXMI HEGDE's areas of interest include Data Mining, Machine learning, Artificial Intelligence, and Software analytics."
What are Dr. RAJALAXMI HEGDE's departmental responsibilities?,What are Dr. RAJALAXMI HEGDE's duties within their department?,"Dr. RAJALAXMI HEGDE's departmental responsibilities include being the Coordinator of Students Performance Monitoring cell, Department Research Coordinator, Mentor for I year Internship activity, NAAC Criteria 3, NBA Criteria 6, Proctor for II-year Students, Coordinator of ICT academy ORACLE technologies, Class advisor for 7th sem and I year B.Tech, and Course coordinator."
What professional memberships does Dr. RAJALAXMI HEGDE hold?,What professional associations is Dr. RAJALAXMI HEGDE a part of?,Dr. RAJALAXMI HEGDE is a member of ISTE since 2010.
Which subjects has Dr. RAJALAXMI HEGDE handled?,What topics has Dr. RAJALAXMI HEGDE covered in her work?,"Dr. RAJALAXMI HEGDE has handled subjects including Analysis and design of algorithms, Software Engineering, File structures, Data mining, Software testing, Advanced computer architecture, Essentials of information technology, Software Architecture, Programming in Java, Cloud computing and infrastructure management, and Supply Chain Management, Computer concepts and C programming."
Tell me something about Dr. RAJALAXMI HEGDE.,Can you provide more details about Dr. RAJALAXMI HEGDE?,"Dr. RAJALAXMI HEGDE is an experienced educator with a diverse educational background. She holds a B.E, M.Tech, and Ph.D. Dr. RAJALAXMI HEGDE has previously worked as a lecturer at Canara Engineering College, Mangalore and as an Assistant Professor at MITE, Moodabidri. Currently, she serves as an Assistant Professor Gd-II at NMAMIT, Nitte. Her areas of interest include Data Mining, Machine learning, Artificial Intelligence, and Software analytics. Within the department, she holds various responsibilities such as Coordinator of Students Performance Monitoring cell, Department Research Coordinator, Mentor for I year Internship activity, NAAC Criteria 3, NBA Criteria 6, Proctor for II-year Students, Coordinator of ICT academy ORACLE technologies, Class advisor for 7th sem and I year B.Tech, and Course coordinator. Dr. RAJALAXMI HEGDE is a member of ISTE since 2010. She has taught a wide range of subjects including Analysis and design of algorithms, Software Engineering, File structures, Data mining, Software testing, Advanced computer architecture, Essentials of information technology, Software Architecture, Programming in Java, Cloud computing and infrastructure management, Supply Chain Management, and Computer concepts and C programming."
What are Dr. RAGHUNANDAN K R's educational qualifications?,What educational credentials does Dr. RAGHUNANDAN K R possess?,"Dr. RAGHUNANDAN K R holds a Ph.D. in Cryptography and Network Security from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2022), an M.Tech. in Computer Science and Engineering from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2013), and a B.E. in Computer Science and Engineering from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2009)."
Where did Dr. RAGHUNANDAN K R work as a Lecturer?,In which institution did Dr. RAGHUNANDAN K R serve as a Lecturer?,"Dr. RAGHUNANDAN K R worked as a Lecturer at P.A. College of Engineering, Mangalore, Karnataka, India from September 2009 to June 2013."
What is Dr. RAGHUNANDAN K R's current position?,What is Dr. RAGHUNANDAN K R's current role?,Dr. RAGHUNANDAN K R is currently working as an Associate Professor since September 2023.
What are Dr. RAGHUNANDAN K R's areas of interest?,What topics does Dr. RAGHUNANDAN K R find intriguing?,"Dr. RAGHUNANDAN K R's areas of interest include Cryptography & Information security, Blockchain Technology, Cybersecurity, Multimedia communication, and Computer Architecture."
What are Dr. RAGHUNANDAN K R's departmental responsibilities?,What are Dr. RAGHUNANDAN K R's duties within their department?,"Dr. RAGHUNANDAN K R's departmental responsibilities include being the Coordinator for Cultural at NMAM Institute of Technology, Nitte for the AY 2023-24, Coordinator for Placements and Higher studies in the Department of Computer Science and Engineering, Coordinator for the Association of Computer Engineers (ACE) from August 2014 to May 2022, Member of Board of Studies for Department of Computer Science & Engineering, Staff-coordinator for student association of CSE department (ACE), Mentoring students for the HPE internship under CTY programme in the AY 2022-23, Visiting faculty member for Industrial visits from 2022, Member of Centre for Academic & Faculty Enrichment (CAFÉ), Chief editor of Department magazine- 'The View-Computing Journal', and Actively participating as a visiting team convener for the hostel during the academic years 2016-17, 2017-18, 2018-19. Additionally, Dr. RAGHUNANDAN K R has been appointed as a paper setter for REVA University, RV college, Bangalore from 2019."
What professional memberships does Dr. RAGHUNANDAN K R hold?,What professional associations is Dr. RAGHUNANDAN K R a part of?,"Dr. RAGHUNANDAN K R is a member of ISTE, IEEE, and International Association of Engineers (IAENG)."
Which subjects has Dr. RAGHUNANDAN K R handled?,What topics has Dr. RAGHUNANDAN K R covered in his work?,"Dr. RAGHUNANDAN K R has handled subjects including Cryptography and Network Security, Advanced Computer Networks, Computer Networks, Computer Organization and Architecture, Data communications, Digital System Design, Operating Systems, Advanced Computer Architecture, Cyber Security and forensics, Storage area network, Wireless networks, IoT and Cloud Security, and Firewall and UTM Architecture."
Tell me something about Dr. RAGHUNANDAN K R.,Can you provide more details about Dr. RAGHUNANDAN K R?,"Dr. RAGHUNANDAN K R is a highly qualified professional with extensive experience in academia. He holds a Ph.D. in Cryptography and Network Security from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2022), an M.Tech. in Computer Science and Engineering from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2013), and a B.E. in Computer Science and Engineering from Visvesvaraya Technological University, Belagavi, Karnataka, INDIA (2009). Prior to his current position as an Associate Professor, he served as an Assistant Professor from January 2022. He started his career as a Lecturer at P.A. College of Engineering, Mangalore, Karnataka, India, and has gained valuable experience over the years. His areas of interest include Cryptography & Information security, Blockchain Technology, Cybersecurity, Multimedia communication, and Computer Architecture. Dr. RAGHUNANDAN K R is actively involved in various departmental responsibilities including being the Coordinator for Cultural at NMAM Institute of Technology, Nitte, Coordinator for Placements and Higher studies in the Department of Computer Science and Engineering, and Coordinator for the Association of Computer Engineers (ACE). He is also a member of professional organizations such as ISTE, IEEE, and International Association of Engineers (IAENG). Dr. RAGHUNANDAN K R has taught a wide range of subjects encompassing Cryptography and Network Security, Advanced Computer Networks, Computer Networks, Computer Organization and Architecture, Data communications, Digital System Design, Operating Systems, Advanced Computer Architecture, Cyber Security and forensics, Storage area network, Wireless networks, IoT and Cloud Security, and Firewall and UTM Architecture."
What are Dr. SHABARI SHEDTHI B's educational qualifications?,What educational credentials does Dr. SHABARI SHEDTHI B possess?,"Dr. SHABARI SHEDTHI B holds a Ph.D. from NMAMIT, Nitte, under VTU, Belagavi. She completed her M.Tech from NMAMIT, Nitte, and her BE from RNS Institute of Technology, Bangalore, both under VTU."
How many years of experience does Dr. SHABARI SHEDTHI B have?,What professional background does Dr. SHABARI SHEDTHI B have?,Dr. SHABARI SHEDTHI B has 8 years of experience.
What are Dr. SHABARI SHEDTHI B's areas of interest?,What topics does Dr. SHABARI SHEDTHI B find intriguing?,Dr. SHABARI SHEDTHI B's areas of interest include Data Mining and Machine Learning.
Which subjects has Dr. SHABARI SHEDTHI B handled?,What topics has Dr. SHABARI SHEDTHI B covered in his work?,"Dr. SHABARI SHEDTHI B has handled subjects such as Advanced Computer Architecture, Basics of Web Programming, Unix and Shell Programming, C Programming, Software Testing, Mobile Application Development, and Social and Web Analytics, as well as Machine Learning."
