question,paraphrase_question,answer
Where has Dr. SUMATHI PAWAR worked in the past?,What institutions has Dr. SUMATHI PAWAR previously been associated with?,"Dr. SUMATHI PAWAR joined as Associate Professor in NMAMIT, Nitte, Karkala on 02-08-2021. They also worked as a lecturer in the CSE department of Canara Engineering College, BenjanaPadavu, Bantwal starting from August 2004. They were promoted to Senior Lecturer in August 2006, Assistant Professor grade-3 in August 2010, and Associate Professor in November 2012. Additionally, they were deputed as HOD of Information Science Engineering from December 2017."
What are Dr. SUMATHI PAWAR's areas of interest?,What specialized fields does Dr. SUMATHI PAWAR focus on?,"Dr. SUMATHI PAWAR's areas of interest include Web Services, Cloud Computing, Data Mining, Machine Learning, and Computer Networks."
What achievements has Dr. SUMATHI PAWAR accomplished?,What notable accomplishments has Dr. SUMATHI PAWAR achieved?,"Dr. SUMATHI PAWAR has published 8 international indexed papers in one year and applied for funds of Government Research agencies which include DST, DBT, and VGST in the year 2023. They received a fund from AICTE towards MODROBS project titled 'ADVANCED NETWORKS AND DISTRIBUTED PROCESSING LABORATORY' and successfully finished the project. Dr. SUMATHI PAWAR was recognized as a SILVER partner faculty under Inspire - The Campus Connect Faculty Partnership Model -2015, 2016 & 2017 of Infosys Campus Connect. They also received a Best Paper Award in National Level Paper presentation Anveeksha-09 and qualified GATE-2012 with a percentile of 83.2% in OBC(Non-creamy category)."
What are Dr. SUMATHI PAWAR's departmental responsibilities?,What are the roles and duties of Dr. SUMATHI PAWAR within their department?,"Dr. SUMATHI PAWAR's departmental responsibilities include being the Infosys Spoc, UGC-Co-Coordinator, NAAC Co-Coordinator, PG Coordinator, Project Coordinator, Research Coordinator, Attendance Coordinator, Technical Coordinator, Discipline Coordinator, Test Coordinator and Maintenance Coordinator, Student-Performance Cell Coordinator, and Criteria 7 Coordinator."
What professional memberships does Dr. SUMATHI PAWAR hold?,What professional affiliations does Dr. SUMATHI PAWAR have?,Dr. SUMATHI PAWAR is a member of MISTE and ISTE.
Which subjects has Dr. SUMATHI PAWAR handled?,What topics has Dr. SUMATHI PAWAR taught or researched?,"Dr. SUMATHI PAWAR has handled subjects such as Web 2.0 and Rich Internet Applications, Object Oriented Programming Using Java and C++, Computer Organization and Architecture, Software Engineering, Machine Learning Lab, Python Programming, Service Oriented Architecture, Protocol Engineering, Internet of Things, System Programming, System Software, Operating System, Mobile Application Development, Data Mining, Computer Networks, Advanced DataBase Management, File Structures, Web Services, Service Oriented Architecture, Computer Organization, DBMS, Advanced DBMS, C Programming, C++ Programming, Java Programming, OOC File structures, Cloud computing, Distributed Operating Systems, .NET Programming, and Web development."
What are Dr. NAGANNA CHETTY's educational qualifications?,What are the academic credentials of Dr. NAGANNA CHETTY?,"Dr. NAGANNA CHETTY holds a Ph.D. in Information Systems from NITK, Surathkal in 2022, an M. Tech. in Computer Science & Engineering from VTU, Belgaum in 2006, and a B.E. in Computer Science & Engineering from Gulbarga University, Gulbarga in 1999."
Where has Dr. NAGANNA CHETTY worked in the past?,What institutions has Dr. NAGANNA CHETTY previously been associated with?,"Dr. NAGANNA CHETTY has worked in various academic institutions and roles, including Lecturer positions in NES Polytechnic Gulbarga, MBES’s College of Engineering, Ambajogai, and BLDEA’s College of Engineering. They also served as Assistant Professor in Graphic Era Institute of Technology, Quantum School of Technology, Galgotias University, and Mangalore Institute of Technology and Engineering. Additionally, they worked as temporary faculty at the National Institute of Technology Karnataka Surathkal and as a Professor in the Department of Information Science and Engineering at A. J. Institute of Engineering and Technology, Mangaluru."
What are Dr. NAGANNA CHETTY's areas of interest?,What specialized fields does Dr. NAGANNA CHETTY focus on?,"Dr. NAGANNA CHETTY's areas of interest include Data Mining, Data Science, Social Media Content Analysis, Digital Governance, and Machine Learning."
What departmental responsibilities does Dr. NAGANNA CHETTY have?,What are the roles and duties of Dr. NAGANNA CHETTY within their department?,Dr. NAGANNA CHETTY serves as a Project Coordinator.
Which subjects has Dr. NAGANNA CHETTY handled?,What topics has Dr. NAGANNA CHETTY taught or researched?,"Dr. NAGANNA CHETTY has handled subjects such as Artificial Intelligence and Machine Learning, DataWarehouse and DataMining, Computer Networks, Database Management System, Distributed System, Advanced Database Management System, Operating System, Internet of Things, and Operating Systems."
How many BE and M.Tech. projects has Dr. NAGANNA CHETTY guided?,How many undergraduate and postgraduate projects has Dr. NAGANNA CHETTY supervised?,Dr. NAGANNA CHETTY has guided 15 BE projects and 3 M.Tech. projects.
What are Dr. JASON ELROY MARTIS's educational qualifications?,What are the academic credentials of Dr. JASON ELROY MARTIS?,"Dr. JASON ELROY MARTIS holds a B.E. in Information Science and Engineering (CSE) from Visvesvaraya Technological University, Belagavi (2009), an M.Tech in Computer Science and Engineering (CSE) from Visvesvaraya Technological University, Belagavi (2013), an M.B.A in Marketing from Karnataka State Open University, Mysore (2014), and a Ph.D. from Visvesvaraya Technological University, Belagavi (2021) with a thesis entitled 'A Deterministic Approach for Mood Estimation using Real Time Data'."
What are Dr. JASON ELROY MARTIS's areas of interest?,What specialized fields does Dr. JASON ELROY MARTIS focus on?,"Dr. JASON ELROY MARTIS's areas of interest include Deep Learning, Artificial Intelligence, Internet of Things, Machine Learning, Computer Vision, Cyber Security, Human Computer Interaction, Image Processing, Cognitive AI, Generative AI, Internet of Things, and Cryptography."
What achievements has Dr. JASON ELROY MARTIS accomplished?,What notable accomplishments has Dr. JASON ELROY MARTIS achieved?,"Dr. JASON ELROY MARTIS was nominated for the 'Young Scientist Award' under the International Research and Academic Excellence Awards 2021 held by the 9th International Online Conference on Recent Innovative Research. They were also identified as a Technical Program Committee member for the 2020 Second International Conference on Soft Computing and its Engineering Applications. Additionally, Dr. JASON ELROY MARTIS received appreciation for the in-house development of a Smart Classroom device installed at LH500 classroom 5th Floor APJ Block NMAMIT, and received KCST Funding for creating a framework for the 'Automatic Classification of Bacterial Clusters using Transfer Learning' which is currently deployed in-house in their Deep Learning Server at NMAMIT. They also won 9th Place in WHO Product Development for Vaccines Advisory Competition 2019 for assisting in the development of a cost-effective IoT sensor in Vaccine Logistics Management."
What are Dr. JASON ELROY MARTIS's departmental responsibilities?,What departmental responsibilities does Dr. JASON ELROY MARTIS have?,"Dr. JASON ELROY MARTIS's departmental responsibilities include being the IoT Branch level Coordinator, Startup/Consultancy Coordinator, Infrastructure Coordinator, In-house projects Coordinator, MoU Coordinator, and NVIDIA Coordinator."
What professional memberships does Dr. JASON ELROY MARTIS hold?,What professional memberships does Dr. JASON ELROY MARTIS hold?,"Dr. JASON ELROY MARTIS is a member of the Indian Society for Technical Education (ISTE), New Delhi, India."
Which subjects has Dr. JASON ELROY MARTIS handled?,Which subjects has Dr. JASON ELROY MARTIS handled?,"Dr. JASON ELROY MARTIS has handled subjects such as Database Management Systems, Internet of Things, Artificial Intelligence, Microcontrollers and Embedded Systems, Machine Learning, Object Oriented Analysis and Design, Computer Organization, Database Management Systems, Image Processing, Operations Research, Operating Systems, Computer organization and Architecture, Information and Network Security, Java Programming, Advanced Java Programming, Deep Learning, Generative Adversarial Networks, Internet and Web Programming, C#.NET technologies, Operations Research, Data Communications, and Object-Oriented Programming."
How many BE and M.Tech projects has Dr. JASON ELROY MARTIS guided?,How many BE and M.Tech projects has Dr. JASON ELROY MARTIS guided?,Dr. JASON ELROY MARTIS has guided 52 B.E. projects and 3 M.Tech projects.
What are Dr. BOLA SUNIL KAMATH's educational qualifications?,What are Dr. BOLA SUNIL KAMATH's educational qualifications?,"Dr. BOLA SUNIL KAMATH holds a Ph.D and an M.Tech in Computer Science and Engineering from Manipal University, obtained in 2006, and a B.E in Computer Science from Mangalore University, obtained in 2000."
Where has Dr. BOLA SUNIL KAMATH worked in the past?,Where has Dr. BOLA SUNIL KAMATH worked in the past?,"Dr. BOLA SUNIL KAMATH has worked as a Computer Lecturer in the Department of Computer Science & Engineering at MIT Manipal from 2000 to 2006, as a Lecturer in the Department of Computer Science & Engineering at City Engineering College, Bangalore from March 2007 to October 2007, as a Lecturer in the Department of Computer Science & Engineering at RNSIT, Bangalore from February 2008 to May 2008, as an Assistant Professor in the Department of Information Science & Engineering at AMC, Bangalore from May 2008 to August 2009, as an Assistant Professor in the Department of Information Science & Engineering at AIET, Moodabidri from August 2009 to May 2010, and as an Associate Professor in the Department of Computer Science & Engineering at SJEC, Mangalore from May 2010 to July 2019."
What are Dr. BOLA SUNIL KAMATH's areas of interest?,What are Dr. BOLA SUNIL KAMATH's areas of interest?,"Dr. BOLA SUNIL KAMATH's areas of interest include Computer Networks & Network Security, Cloud Computing, Computer vision, and Machine Learning."
What departmental responsibilities does Dr. BOLA SUNIL KAMATH have?,What departmental responsibilities does Dr. BOLA SUNIL KAMATH have?,"Dr. BOLA SUNIL KAMATH's departmental responsibilities include being the UHV Coordinator, Internship Coordinator, and Sports Coordinator."
What professional memberships does Dr. BOLA SUNIL KAMATH hold?,What professional memberships does Dr. BOLA SUNIL KAMATH hold?,Dr. BOLA SUNIL KAMATH is an institutional member of CSI (Computer Society of India).
Which subjects has Dr. BOLA SUNIL KAMATH handled?,Which subjects has Dr. BOLA SUNIL KAMATH handled?,"Dr. BOLA SUNIL KAMATH has handled subjects such as Problem solving using C & Lab, Logic Design & Lab, Datastructures & Lab, Microprocessors & Microcontroller & Lab, System Software & Lab, Automata Theory & Computability, Compiler Design & Lab, Computer Graphics, Web Programming & Lab, Cryptography & Cyber Law, Computer Networks, Cloud Computing, Finite Automata and Formal Languages, UI Design, Management and Entrepreneurship for IT Industry, Business Enterprise Design, Computer Vision, and Operating System C."
What are Dr. MANJUNATHA's educational qualifications?,What are Dr. MANJUNATHA's educational qualifications?,"Dr. MANJUNATHA holds a Ph.D and an M.Tech in Computer Science & Engineering from NMAMIT, Nitte, obtained in 2009, and a B.E in Computer Science & Engineering from Sri Jayachamarajendra College of Engineering Mysore, obtained in 2005."
Where has Dr. MANJUNATHA worked in the past?,Where has Dr. MANJUNATHA worked in the past?,"Dr. MANJUNATHA has worked as an Assistant Professor at SDM Institute of Technology, Ujire from 2009 to 2021, as a Lecturer at Moodlakatte Institute of Technology, Kundapura from 2006 to 2007, and as a Software Engineer at Surabhi Technologies, Bangalore from 2005 to 2006."
What are Dr. MANJUNATHA's areas of interest?,What are Dr. MANJUNATHA's areas of interest?,"Dr. MANJUNATHA's areas of interest include Big Data Analytics, Data Science, Machine Learning, and Internet of Things."
What departmental responsibilities does Dr. MANJUNATHA have?,What departmental responsibilities does Dr. MANJUNATHA have?,Dr. MANJUNATHA's departmental responsibilities include being the NBA Co-coordinator.
What professional memberships does Dr. MANJUNATHA hold?,What professional memberships does Dr. MANJUNATHA hold?,"Dr. MANJUNATHA is a member of IEEE, ACM, and ISTE."
Which subjects has Dr. MANJUNATHA handled?,Which subjects has Dr. MANJUNATHA handled?,"Dr. MANJUNATHA has handled subjects such as Java and J2EE, Computer Graphics and Visualization using OpenGL, Database Management Systems, Computer Networks, Analysis and Design of Algorithms, Graph Theory and Combinatorics, Discrete Mathematical Structures, Data Structures with C, and OOP with C++."
What is Mr. DEVIDAS's past experience?,What is Mr. DEVIDAS's past experience?,Mr. DEVIDAS has 14 years of past experience.
What are Mr. DEVIDAS's areas of interest?,What are Mr. DEVIDAS's areas of interest?,"Mr. DEVIDAS's areas of interest include Data Science/Analytics, Web/Mobile Application development, and Cloud computing."
What achievements has Mr. DEVIDAS accomplished?,What achievements has Mr. DEVIDAS accomplished?,"Mr. DEVIDAS was recognized as a BRONZE Level partner faculty under Inspire - The Campus Connect Faculty Partnership Model during Inspire 2017. They received KSCST project Funding in 2011 and 2015 and won Best Project awards in Expro project Exhibition in 2012, 2015, and 2016."
What are Mr. DEVIDAS's departmental responsibilities?,What are Mr. DEVIDAS's departmental responsibilities?,"Mr. DEVIDAS's departmental responsibilities include being the Project Coordinator, Infosys Campus Connect Coordinator, Oracle Academic Alliance VISTA Coordinator, and UG Alumni Coordinator."
Which subjects has Mr. DEVIDAS handled?,Which subjects has Mr. DEVIDAS handled?,"Mr. DEVIDAS has handled subjects such as Data Mining, Business Intelligence, Mobile Application development, Java & its Applications, Object Oriented Programming, Building Enterprise Applications, Distributed Systems, and Data Structures."
What are Mr. VASUDEVA PAI's educational qualifications?,What are Mr. VASUDEVA PAI's educational qualifications?,"Mr. VASUDEVA PAI is pursuing a Ph.D. He holds an M.Tech in Computer Science & Engineering from VTU, Belagavi, obtained in 2010, and a B.E. in Information Science & Engineering from JNNCE, Shivamoga, obtained in 2005."
Where has Mr. VASUDEVA PAI worked in the past?,Where has Mr. VASUDEVA PAI worked in the past?,"Mr. VASUDEVA PAI worked as a Software Engineer in Lotus Global Technology, Bangalore from 2005 to 2006. Later, he served as a Lecturer at Moodlakatte Institute of Technology, Kundapur from 2006 to 2007. Subsequently, he held the positions of Assistant Professor Gd-I at NMAMIT, Nitte from 2007 and Assistant Professor Gd-II at NMAMIT, Nitte from 2015."
What are Mr. VASUDEVA PAI's areas of interest?,What are Mr. VASUDEVA PAI's areas of interest?,"Mr. VASUDEVA PAI's areas of interest include Wireless Networks Security, Internet Of Things, Computer Vision, and Deep Learning."
What departmental responsibilities does Mr. VASUDEVA PAI have?,What departmental responsibilities does Mr. VASUDEVA PAI have?,"Mr. VASUDEVA PAI's departmental responsibilities include being the VMWare IT Academy PG Coordinator, PG Alumni Coordinator, Nitte News and NMAMIT News Bulletin Coordinator, ISO Coordinator, EDC Coordinator, NAIN Mentor, ISTE Chairman, and Project Coordinator."
What professional memberships does Mr. VASUDEVA PAI hold?,What professional memberships does Mr. VASUDEVA PAI hold?,Mr. VASUDEVA PAI is a Life Time member of the Institute of Engineers (India) and the Indian Society for Technical Education.
Which subjects has Mr. VASUDEVA PAI handled?,Which subjects has Mr. VASUDEVA PAI handled?,"Mr. VASUDEVA PAI has handled subjects such as Compiler Design, Finite Automata and Formal Languages, Data Communication, Computer Networks, Information Security, Microprocessor and Interfacing, System Software, Object-oriented Programming with C++, Management Information System, Design Thinking, Cyber Security, Cryptography and Network Security, Advanced Computer Networks, and Digital Communication."
What are Ms. DEEPA's educational qualifications?,What are Ms. DEEPA's educational qualifications?,"Ms. DEEPA holds a B.E obtained in 2005, an M.Tech obtained in 2012, and is currently pursuing a Ph.D."
What are Ms. DEEPA's areas of interest?,What are Ms. DEEPA's areas of interest?,Ms. DEEPA's areas of interest include Image Processing and Computer Vision.
What departmental responsibilities does Ms. DEEPA have?,What departmental responsibilities does Ms. DEEPA have?,Ms. DEEPA's departmental responsibilities include being the NAAC Coordinator and UG Coordinator.
Which subjects has Ms. DEEPA handled?,What subjects did Ms. DEEPA teach?,"Ms. DEEPA has handled subjects such as Data Structures, Discrete Mathematical structures, Data Mining, Design and Analysis of Algorithms, Software Engineering, Operating Systems, Object-Oriented Modeling and Design, Graph Theory, Unix and shell programming, Systems simulation and Modeling, Python Programming, and Big Data & Analytics."
What are Ms. RASHMI NAVEEN's educational qualifications?,What are the educational credentials of Ms. RASHMI NAVEEN?,"Ms. RASHMI NAVEEN is pursuing a Ph.D. She holds an M.Tech in Computer Science from NMAM Institute of Technology, Nitte, VTU, Karnataka (2010-2012), and a B.E. in Computer Science from TKIET, Warananagar, Shivaji University, Maharashtra (2001-2005)."
What is Ms. RASHMI NAVEEN's past experience?,What experience does Ms. RASHMI NAVEEN have?,"Ms. RASHMI NAVEEN has been working as an Assistant Professor-II in the Department of Information Science & Engineering at NMAMIT, Nitte since February 2007."
What are Ms. RASHMI NAVEEN's areas of interest?,What interests does Ms. RASHMI NAVEEN have?,"Ms. RASHMI NAVEEN's areas of interest include Information Security, Cryptography, and Steganography."
What departmental responsibilities does Ms. RASHMI NAVEEN have?,What are the responsibilities of Ms. RASHMI NAVEEN within the department?,"Ms. RASHMI NAVEEN's departmental responsibilities include being the VISTA Co-Coordinator, QS-IGUAGE Coordinator, and IQAC Coordinator."
What professional memberships does Ms. RASHMI NAVEEN hold?,What organizations is Ms. RASHMI NAVEEN a member of professionally?,Ms. RASHMI NAVEEN is a Life Member of the Indian Society for Technical Education.
Which subjects has Ms. RASHMI NAVEEN handled?,What subjects did Ms. RASHMI NAVEEN teach?,"Ms. RASHMI NAVEEN has handled subjects such as Computer Organization & Architecture, Digital Systems Design, Object Oriented Programming, Unix & Shell Programming, Distributed Systems & Objects, Java & Internet Technology, Cloud Computing, and Management Information System."
What are Mr. ABHISHEK S RAO's educational qualifications?,What are the educational qualifications of Mr. ABHISHEK S RAO?,"Mr. ABHISHEK S RAO is currently pursuing a Ph.D. at Visvesvaraya Technological University, Belagavi. He holds an M.Tech in Computer Science from NMAM Institute of Technology, Nitte, Visvesvaraya Technological University, Belagavi (2012), an M.B.A in Operations Management from Assam down town University (2014), and a B.E. in Information Science & Engineering from Canara Engineering College, Mangaluru, Visvesvaraya Technological University, Belagavi (2008)."
What is Mr. ABHISHEK S RAO's past experience?,What experience does Mr. ABHISHEK S RAO have?,"Mr. ABHISHEK S RAO has worked as a Software Engineer at Lasersoft Infosystems Ltd., Mangaluru (01/07/2008 to 17/03/2010), a Lecturer in the Dept. of CSE at Canara Engineering College (04/06/2012 to 30/06/2012), an Assistant Professor Gd-I in the Dept. of CSE at Canara Engineering College (04/06/2012 to 30/06/2017), and an Assistant Professor Gd-II in the Dept. of ISE at NMAM Institute of Technology (01/07/2017 to 30/06/2022)."
What are Mr. ABHISHEK S RAO's areas of interest?,What interests does Mr. ABHISHEK S RAO have?,"Mr. ABHISHEK S RAO's areas of interest include Machine Learning, Deep Learning, Computer Vision, and Operations Research."
What achievement has Mr. ABHISHEK S RAO received?,What accomplishments has Mr. ABHISHEK S RAO achieved?,"The project titled 'Identification and Detection of Unusual Events in Surveillance Video Scenes Using Deep Learning Approach' has achieved significant recognition and support. It has been chosen for funding by KSCST, Govt. of Karnataka, and has been honored with the prestigious Best Project of the Year award in the Information Science Engineering department for 2023 at ExPro 2023, NMAMIT, Nitte."
What are Mr. ABHISHEK S RAO's departmental responsibilities?,What responsibilities does Mr. ABHISHEK S RAO have within the department?,"Mr. ABHISHEK S RAO's departmental responsibilities include being the VISTA Coordinator, Project Coordinator, Member of DAAB, YRC Coordinator, Class Mentor for Third Year, Dept. Coordinator for Indian Society for Technical Education (ISTE) from 1st July 2017, UGC Co-Coordinator from 1 March 2022, Interdisciplinary Projects Coordinator from 1st March 2022, EDC Co-Coordinator from 1 March 2022, and Coordinator for Indian Society for Technical Education (ISTE) from 1st July 2017 to 30-06-2023. He also serves as the MoU Coordinator from August 1st 2023."
What professional memberships does Mr. ABHISHEK S RAO hold?,What professional memberships does Mr. ABHISHEK S RAO have?,Mr. ABHISHEK S RAO is a Member of the Indian Society for Technical Education and the International Association of Engineers.
Which subjects has Mr. ABHISHEK S RAO handled?,What subjects did Mr. ABHISHEK S RAO teach?,"Mr. ABHISHEK S RAO has handled subjects such as Deep Learning, Innovative Management and Business Models, Machine Learning, Data Warehousing & Data Mining, Java Programming, C Programming, Web Technology, Microcontroller & Embedded Systems, Microprocessor & Interfacing, Database Management System, Advances in Database Management System, Computer Graphics & Visualization, Operations Research, Supply Chain Management, Management Information System, and Information Security Management, among others."
What conferences/CME/workshops has Mr. ABHISHEK S RAO participated in?,In which conferences/CME/workshops has Mr. ABHISHEK S RAO taken part?,"Mr. ABHISHEK S RAO has participated in numerous workshops and programs including those on Data Science, Machine Learning, Research Grants, Publications, Consultancy Skills, Image Processing, Artificial Intelligence, Deep Learning, Natural Language Processing, and more."
How many B.E. projects has Mr. ABHISHEK S RAO guided?,How many B.E. projects has Mr. ABHISHEK S RAO supervised?,Mr. ABHISHEK S RAO has guided 22 B.E. projects.
What additional information is available about Mr. ABHISHEK S RAO?,What other information is there about Mr. ABHISHEK S RAO?,"Mr. ABHISHEK S RAO is a Visiting Faculty at Justice K S Hegde Institute of Management, NMAM Institute of Technology, Nitte. He has received funding from Vision Group on Science & Technology (VGST), Govt. of Karnataka for various projects."
What are Ms. CHINMAI SHETTY's educational qualifications?,What are the educational credentials of Ms. CHINMAI SHETTY?,Ms. CHINMAI SHETTY is currently pursuing a Ph.D. She holds an M.Tech in Computer Science And Engineering from VTU in 2013 and a B.E. in Computer Science And Engineering from VTU in 2009.
What is Ms. CHINMAI SHETTY's past experience?,What experience does Ms. CHINMAI SHETTY have?,"Ms. CHINMAI SHETTY has served as an Assistant Lecturer at the Department Of IT, NITK Surathkal (July 2009 to February 2010), an Assistant Professor at the Department OF CSE, AIET, Moodabidri (March 2010 to July 2015), and currently holds the position of Assistant Professor Gd-II at the Dept Of ISE, NMAMIT Nitte."
What are Ms. CHINMAI SHETTY's areas of interest?,What interests does Ms. CHINMAI SHETTY have?,"Ms. CHINMAI SHETTY's areas of interest include Machine Learning, Cloud Computing, Networks, Software Testing, Wireless Sensor networks, and Information Security."
What are Ms. CHINMAI SHETTY's departmental responsibilities?,What responsibilities does Ms. CHINMAI SHETTY have within the department?,"Ms. CHINMAI SHETTY's departmental responsibilities include being the Departmental Placement Coordinator, Departmental CSI Coordinator, Cultural Coordinator, NIRF Coordinator, and International Collaboration coordinator for the academic year 2023-24."
What professional memberships does Ms. CHINMAI SHETTY hold?,What organizations is Ms. CHINMAI SHETTY a member of professionally?,Ms. CHINMAI SHETTY is a member of CSI and IFERP.
Which subjects has Ms. CHINMAI SHETTY handled?,What subjects did Ms. CHINMAI SHETTY teach?,"Ms. CHINMAI SHETTY has handled subjects such as Python, Graph Theory, Operating Systems, Computer Networks, Data Communication, Computer Concepts and C Programming, Data Structures, Logic Design, Software Testing, and Information And Network Security."
What conferences/CME/workshops has Ms. CHINMAI SHETTY participated in?,In which conferences/CME/workshops has Ms. CHINMAI SHETTY taken part?,"Ms. CHINMAI SHETTY has participated in numerous workshops, including those on Effective Teaching/learning of computer programming, LAB VIEW, Software Testing Lab, FDP in Teaching Pedagogy, Intel College excellence program, Network simulation using NS-3, Mobile Application Development, Nitte Open Source international Conference, FDP on Machine learning, workshop on Therapeutic Counselling for teachers in Higher education, and more."
How many B.E. and M.Tech projects has Ms. CHINMAI SHETTY guided?,How many B.E. and M.Tech projects has Ms. CHINMAI SHETTY supervised?,Ms. CHINMAI SHETTY has guided 20 B.E. projects and 2 M.Tech projects.
What additional information is available about Ms. CHINMAI SHETTY?,What other information is there about Ms. CHINMAI SHETTY?,"Ms. CHINMAI SHETTY is a member of the Board of Studies for the course PGDCA in St. Aloysisus College, Mangaluru. She has been involved in organizing various workshops and events. Her project named 'Smart Waste Management System' was selected for funding by KSCST in the year 2016-17. She has also been recognized as a BRONZE partner faculty under the Inspire-The Campus Connect Faculty Partnership Model in the year 2018."
What are Ms. ALAKA ANANTH's educational qualifications?,What are the educational credentials of Ms. ALAKA ANANTH?,"Ms. ALAKA ANANTH is currently pursuing a Ph.D. She holds an M.Tech(Research) in Computer Science and Engineering from NITK Surathkal (2015) and a B.E in Computer Science and Engineering from JNNCE, Shivamogga (VTU) (2012)."
What is Ms. ALAKA ANANTH's past experience?,What experience does Ms. ALAKA ANANTH have?,"Ms. ALAKA ANANTH has worked as a Lecturer at NIE, Mysore from 30th July 2014 to 20th June 2017 and as an Assistant Lecturer at NITK, Surathkal from 21st July 2017 to 14th May 2018."
What are Ms. ALAKA ANANTH's areas of interest?,What interests does Ms. ALAKA ANANTH have?,"Ms. ALAKA ANANTH's areas of interest include Cloud Computing, Data Structures and Algorithms, Computer Networks, and Natural Language Processing."
What is Ms. ALAKA ANANTH's achievement?,What accomplishment does Ms. ALAKA ANANTH have?,"Ms. ALAKA ANANTH has participated in various events including chess tournaments, international conferences, workshops, and faculty development programs. She organized a Faculty Development Program (FDP) titled 'Quality research empowered by R and LATEX' (QuaRTEX) in June 2016 at NIE, Mysuru."
What are Ms. ALAKA ANANTH's departmental responsibilities?,What responsibilities does Ms. ALAKA ANANTH have within the department?,"Ms. ALAKA ANANTH's departmental responsibilities include being the NSS Coordinator, Consultancy Project In-charge, Students Achievements Coordinator, Research Co-coordinator, Course File incharge, VISTA Co-coordinator, and Students Achievements Coordinator."
What professional memberships does Ms. ALAKA ANANTH hold?,What professional memberships does Ms. ALAKA ANANTH have?,Ms. ALAKA ANANTH is a member of IFERP.
Which subjects has Ms. ALAKA ANANTH handled?,What subjects did Ms. ALAKA ANANTH teach?,"Ms. ALAKA ANANTH has handled subjects such as Computer Concepts and C Programming, Data Structures using C, Probability Modelling and Simulation for Computer Science, Computer Graphics and Visualization, Discrete Mathematical Structures, Operating System, Digital System Design, Cloud Computing, Information Storage Management, Design and Analysis of Algorithms, and Web Services."
What conferences/CME/workshops has Ms. ALAKA ANANTH participated in?,In which conferences/CME/workshops has Ms. ALAKA ANANTH taken part?,"Ms. ALAKA ANANTH has participated in workshops on PLC Based Programming and Automation, Understanding our adolescents, Suicide Prevention and Introduction to Therapeutic Counselling for Teachers & administrators in Higher Education, Data Science with Machine Learning and Python using Jupyter Notebook IDE, NPTEL Certification Programming with C++, Coursera Certification for various courses, NVIDIA DLI Certificate, AICTE Incorporating Universal Human Values in Education, FDP on Mobile App Development and Artificial Intelligence with MIT App Inventor, Online Webinar Series on Cyber Security, Workshop on Natural Language Processing and Deep Learning Techniques, and more."
What additional information is available about Ms. ALAKA ANANTH?,What other information is there about Ms. ALAKA ANANTH?,Ms. ALAKA ANANTH has been a resource person for a technical talk and demonstration on 'Report writing using LATEX' organized by ISTE student chapter. She has also received grants under various schemes and organized workshops.
What are Ms. PREETHI SALIAN K's educational qualifications?,What are the educational credentials of Ms. PREETHI SALIAN K?,"Ms. PREETHI SALIAN K holds an M.Tech in Computer Science & Engineering from NMAMIT, Nitte (VTU, Belgavi) in 2014 and a B.E in Computer Science and Engineering from St. Joseph Engineering College, Vamanjoor (VTU, Belgavi) in 2011. She is currently pursuing a Ph.D."
What is Ms. PREETHI SALIAN K's past experience?,What experience does Ms. PREETHI SALIAN K have?,"Ms. PREETHI SALIAN K worked as an Assistant Professor Gd-II in the Dept. of ISE, NMAMIT, Nitte from 2nd September 2021. Previously, she served as an Assistant Professor in the Department of Computer Science & Engineering at Srinivas University College of Engineering and Technology, Mukka, from July 2014 to July 2021, and as a Lecturer in the Department of Computer Science & Engineering at St. Joseph Engineering College, Vamanjoor from October 2011 to June 2012."
What are Ms. PREETHI SALIAN K's areas of interest?,What interests does Ms. PREETHI SALIAN K have?,"Ms. PREETHI SALIAN K's areas of interest include Machine Learning, Deep Learning, Digital Image Processing, and Computer Vision."
What is Ms. PREETHI SALIAN K's achievement?,What accomplishment does Ms. PREETHI SALIAN K have?,"Ms. PREETHI SALIAN K was awarded a gold medal for scoring the highest marks in the MTech (CSE) course from NMAMIT, Nitte during the period 2012-2014."
What are Ms. PREETHI SALIAN K's departmental responsibilities?,What responsibilities does Ms. PREETHI SALIAN K have within the department?,Ms. PREETHI SALIAN K's departmental responsibilities include being the NSS Coordinator and Alumni Co-coordinator.
What professional memberships does Ms. PREETHI SALIAN K hold?,What organizations is Ms. PREETHI SALIAN K a member of professionally?,"Ms. PREETHI SALIAN K's professional memberships include having a SCOPUS ID - 57874793700, ORCID ID - 0009-0006-0320-9549, and a Google Scholar profile."
Which subjects has Ms. PREETHI SALIAN K handled?,What subjects did Ms. PREETHI SALIAN K teach?,"Ms. PREETHI SALIAN K has handled subjects such as Machine Learning, System Software and Compiler Design, Automata Theory and Computability, Programming in C and Data structures, System Modeling & Simulation, Electronic Circuits, UNIX & Shell Programming, Programming the Web, Embedded Systems, Computer organization and Architecture, Database Management System, Logic Design, Compiler Design, Automata Theory and Computation, Software Engineering, Software Testing, and Programming in C."
What conferences/CME/workshops has Ms. PREETHI SALIAN K participated in?,In which conferences/CME/workshops has Ms. PREETHI SALIAN K taken part?,"Ms. PREETHI SALIAN K has participated in various workshops and faculty development programs including those on Machine Learning, Entrepreneurship, Innovations and Digital Skills, Artificial Intelligence, Deep Learning Applications, Data Analytics and Machine Learning, among others."
